"Sampling_Event_ID","Capture_Year","Capture_Date","Round","Site","Patch","Post_ID","Adaptive_Mgmt","Years_Since_Burn","Herbicide_Trt","Height","Bowl_Color","Bowl_Size_oz","Bowl_Status","Family","Bee_Species","Number"
43,2018,6.04,"R1","KLN","KLN-C","KLN-C-P1","PBG","1","x","High","Blue",3.25,"Retrieved","Halictidae","Agapostemon.virescens",3
43,2018,6.04,"R1","KLN","KLN-C","KLN-C-P1","PBG","1","x","High","Blue",3.25,"Retrieved","Halictidae","Halictus.ligatus",1
43,2018,6.04,"R1","KLN","KLN-C","KLN-C-P1","PBG","1","x","High","Blue",3.25,"Retrieved","Halictidae","Lasioglossum.sp",1
43,2018,6.04,"R1","KLN","KLN-C","KLN-C-P2","PBG","1","x","High","Yellow",3.25,"Retrieved","Halictidae","Agapostemon.virescens",4
43,2018,6.04,"R1","KLN","KLN-C","KLN-C-P2","PBG","1","x","High","Yellow",3.25,"Retrieved","Halictidae","Halictus.ligatus",1
43,2018,6.04,"R1","KLN","KLN-C","KLN-C-P3","PBG","1","x","High","Yellow",3.25,"Retrieved","Halictidae","Agapostemon.virescens",2
43,2018,6.04,"R1","KLN","KLN-C","KLN-C-P3","PBG","1","x","High","Yellow",3.25,"Retrieved","Halictidae","Halictus.ligatus",1
43,2018,6.04,"R1","KLN","KLN-C","KLN-C-P3","PBG","1","x","Low","Yellow",3.25,"Retrieved","Apidae","Eucera.hamata",1
43,2018,6.04,"R1","KLN","KLN-C","KLN-C-P3","PBG","1","x","Low","Yellow",3.25,"Retrieved","Halictidae","Augochlorella.aurata",2
43,2018,6.04,"R1","KLN","KLN-C","KLN-C-P3","PBG","1","x","Low","Yellow",3.25,"Retrieved","Halictidae","Halictus.ligatus",1
43,2018,6.04,"R1","KLN","KLN-C","KLN-C-P4","PBG","1","x","High","White",3.25,"Retrieved","Halictidae","Agapostemon.virescens",2
43,2018,6.04,"R1","KLN","KLN-C","KLN-C-P4","PBG","1","x","High","White",3.25,"Retrieved","Halictidae","Halictus.ligatus",1
43,2018,6.04,"R1","KLN","KLN-C","KLN-C-P4","PBG","1","x","Low","White",3.25,"Retrieved","Halictidae","Augochlorella.aurata",3
43,2018,6.04,"R1","KLN","KLN-C","KLN-C-P5","PBG","1","x","High","Blue",3.25,"Retrieved","Halictidae","Agapostemon.virescens",1
43,2018,6.04,"R1","KLN","KLN-C","KLN-C-P5","PBG","1","x","High","Blue",3.25,"Retrieved","Halictidae","Augochlorella.aurata",4
43,2018,6.04,"R1","KLN","KLN-C","KLN-C-P5","PBG","1","x","High","Blue",3.25,"Retrieved","Halictidae","Lasioglossum.sp",2
43,2018,6.04,"R1","KLN","KLN-C","KLN-C-P5","PBG","1","x","High","Blue",3.25,"Retrieved","Megachilidae","Hoplitis.producta",1
43,2018,6.04,"R1","KLN","KLN-C","KLN-C-P5","PBG","1","x","Low","Blue",3.25,"Retrieved","Halictidae","Augochlorella.aurata",2
43,2018,6.04,"R1","KLN","KLN-C","KLN-C-P6","PBG","1","x","Low","White",3.25,"Retrieved","Halictidae","Augochlorella.aurata",1
44,2018,6.04,"R1","KLN","KLN-E","KLN-E-P1","PBG","2","x","High","White",3.25,"Retrieved","Halictidae","Agapostemon.virescens",1
44,2018,6.04,"R1","KLN","KLN-E","KLN-E-P2","PBG","2","x","Low","Blue",3.25,"Retrieved","Halictidae","Augochlorella.aurata",1
44,2018,6.04,"R1","KLN","KLN-E","KLN-E-P3","PBG","2","x","High","Yellow",3.25,"Retrieved","Halictidae","Augochlorella.aurata",1
44,2018,6.04,"R1","KLN","KLN-E","KLN-E-P3","PBG","2","x","High","Yellow",3.25,"Retrieved","Halictidae","Halictus.ligatus",2
44,2018,6.04,"R1","KLN","KLN-E","KLN-E-P3","PBG","2","x","High","Yellow",3.25,"Retrieved","Halictidae","Lasioglossum.sp",1
44,2018,6.04,"R1","KLN","KLN-E","KLN-E-P3","PBG","2","x","Low","Yellow",3.25,"Retrieved","Halictidae","Augochlorella.aurata",2
44,2018,6.04,"R1","KLN","KLN-E","KLN-E-P3","PBG","2","x","Low","Yellow",3.25,"Retrieved","Halictidae","Lasioglossum.sp",2
44,2018,6.04,"R1","KLN","KLN-E","KLN-E-P4","PBG","2","x","High","Yellow",3.25,"Retrieved","Halictidae","Agapostemon.virescens",4
44,2018,6.04,"R1","KLN","KLN-E","KLN-E-P4","PBG","2","x","High","Yellow",3.25,"Retrieved","Halictidae","Augochlorella.aurata",1
44,2018,6.04,"R1","KLN","KLN-E","KLN-E-P4","PBG","2","x","High","Yellow",3.25,"Retrieved","Halictidae","Halictus.ligatus",2
44,2018,6.04,"R1","KLN","KLN-E","KLN-E-P4","PBG","2","x","Low","Yellow",3.25,"Retrieved","Halictidae","Augochlorella.aurata",1
44,2018,6.04,"R1","KLN","KLN-E","KLN-E-P4","PBG","2","x","Low","Yellow",3.25,"Retrieved","Halictidae","Lasioglossum.sp",8
44,2018,6.04,"R1","KLN","KLN-E","KLN-E-P5","PBG","2","x","High","White",3.25,"Retrieved","Halictidae","Lasioglossum.sp",2
44,2018,6.04,"R1","KLN","KLN-E","KLN-E-P5","PBG","2","x","Low","White",3.25,"Retrieved","Halictidae","Augochlorella.aurata",2
44,2018,6.04,"R1","KLN","KLN-E","KLN-E-P6","PBG","2","x","High","Blue",3.25,"Retrieved","Halictidae","Agapostemon.virescens",1
44,2018,6.04,"R1","KLN","KLN-E","KLN-E-P6","PBG","2","x","High","Blue",3.25,"Retrieved","Halictidae","Augochlorella.aurata",6
44,2018,6.04,"R1","KLN","KLN-E","KLN-E-P6","PBG","2","x","High","Blue",3.25,"Retrieved","Halictidae","Halictus.ligatus",4
44,2018,6.04,"R1","KLN","KLN-E","KLN-E-P6","PBG","2","x","High","Blue",3.25,"Retrieved","Halictidae","Lasioglossum.sp",5
44,2018,6.04,"R1","KLN","KLN-E","KLN-E-P6","PBG","2","x","Low","Blue",3.25,"Retrieved","Halictidae","Augochlorella.aurata",5
44,2018,6.04,"R1","KLN","KLN-E","KLN-E-P6","PBG","2","x","Low","Blue",3.25,"Retrieved","Halictidae","Lasioglossum.sp",2
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P1","PBG","1","x","High","White",3.25,"Retrieved","Apidae","Ceratina.dupla",1
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P1","PBG","1","x","High","White",3.25,"Retrieved","Halictidae","Agapostemon.virescens",1
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P1","PBG","1","x","High","White",3.25,"Retrieved","Halictidae","Augochlorella.aurata",2
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P1","PBG","1","x","High","White",3.25,"Retrieved","Halictidae","Lasioglossum.sp",4
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P1","PBG","1","x","Low","White",3.25,"Retrieved","Halictidae","Augochlorella.aurata",1
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P2","PBG","1","x","High","Blue",3.25,"Retrieved","Andrenidae","Andrena.cressonii",1
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P2","PBG","1","x","High","Blue",3.25,"Retrieved","Apidae","Ceratina.dupla",3
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P2","PBG","1","x","High","Blue",3.25,"Retrieved","Apidae","Nomada.articulata",1
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P2","PBG","1","x","High","Blue",3.25,"Retrieved","Halictidae","Agapostemon.virescens",4
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P2","PBG","1","x","High","Blue",3.25,"Retrieved","Halictidae","Augochlorella.aurata",2
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P2","PBG","1","x","High","Blue",3.25,"Retrieved","Halictidae","Halictus.ligatus",2
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P2","PBG","1","x","High","Blue",3.25,"Retrieved","Halictidae","Lasioglossum.sp",4
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P2","PBG","1","x","Low","Blue",3.25,"Retrieved","Halictidae","Augochlorella.aurata",1
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P3","PBG","1","x","High","Yellow",3.25,"Retrieved","Apidae","Ceratina.dupla",1
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P3","PBG","1","x","High","Yellow",3.25,"Retrieved","Halictidae","Agapostemon.virescens",3
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P3","PBG","1","x","High","Yellow",3.25,"Retrieved","Halictidae","Halictus.ligatus",1
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P3","PBG","1","x","High","Yellow",3.25,"Retrieved","Megachilidae","Megachile.gemula",1
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P4","PBG","1","x","High","Blue",3.25,"Retrieved","Halictidae","Agapostemon.virescens",2
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P4","PBG","1","x","High","Blue",3.25,"Retrieved","Halictidae","Augochlorella.aurata",1
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P4","PBG","1","x","High","Blue",3.25,"Retrieved","Halictidae","Lasioglossum.sp",4
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P4","PBG","1","x","High","Blue",3.25,"Retrieved","Halictidae","Sphecodes.clematidis",1
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P4","PBG","1","x","Low","Blue",3.25,"Retrieved","Apidae","Ceratina.dupla",1
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P4","PBG","1","x","Low","Blue",3.25,"Retrieved","Halictidae","Agapostemon.virescens",1
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P4","PBG","1","x","Low","Blue",3.25,"Retrieved","Halictidae","Augochlorella.aurata",7
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P4","PBG","1","x","Low","Blue",3.25,"Retrieved","Halictidae","Lasioglossum.sp",1
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P5","PBG","1","x","High","White",3.25,"Retrieved","Apidae","Ceratina.dupla",1
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P5","PBG","1","x","High","White",3.25,"Retrieved","Halictidae","Agapostemon.virescens",1
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P5","PBG","1","x","High","White",3.25,"Retrieved","Halictidae","Augochlorella.aurata",1
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P5","PBG","1","x","High","White",3.25,"Retrieved","Halictidae","Lasioglossum.sp",1
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P5","PBG","1","x","Low","White",3.25,"Retrieved","Halictidae","Agapostemon.virescens",1
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P5","PBG","1","x","Low","White",3.25,"Retrieved","Halictidae","Augochlorella.aurata",3
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P6","PBG","1","x","High","Yellow",3.25,"Retrieved","Halictidae","Augochlorella.aurata",2
45,2018,6.04,"R1","RIS","RIS-N","RIS-N-P6","PBG","1","x","High","Yellow",3.25,"Retrieved","Halictidae","Lasioglossum.sp",1
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P1","PBG","0","x","High","Yellow",3.25,"Retrieved","Apidae","Ceratina.dupla",1
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P1","PBG","0","x","High","Yellow",3.25,"Retrieved","Halictidae","Augochlorella.aurata",1
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P1","PBG","0","x","High","Yellow",3.25,"Retrieved","Halictidae","Lasioglossum.sp",1
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P1","PBG","0","x","Low","Yellow",3.25,"Retrieved","Apidae","Ceratina.dupla",2
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P1","PBG","0","x","Low","Yellow",3.25,"Retrieved","Halictidae","Augochlorella.aurata",1
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P1","PBG","0","x","Low","Yellow",3.25,"Retrieved","Halictidae","Lasioglossum.sp",1
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P1","PBG","0","x","Low","Yellow",3.25,"Retrieved","Megachilidae","Hoplitis.producta",2
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P2","PBG","0","x","High","White",3.25,"Retrieved","Apidae","Ceratina.dupla",4
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P2","PBG","0","x","High","White",3.25,"Retrieved","Halictidae","Augochlorella.aurata",2
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P2","PBG","0","x","High","White",3.25,"Retrieved","Halictidae","Lasioglossum.sp",1
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P2","PBG","0","x","Low","White",3.25,"Retrieved","Andrenidae","Andrena.geranii",1
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P3","PBG","0","x","High","Blue",3.25,"Retrieved","Apidae","Ceratina.dupla",31
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P3","PBG","0","x","High","Blue",3.25,"Retrieved","Halictidae","Agapostemon.texanus",1
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P3","PBG","0","x","High","Blue",3.25,"Retrieved","Halictidae","Agapostemon.virescens",2
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P3","PBG","0","x","High","Blue",3.25,"Retrieved","Halictidae","Augochlorella.aurata",6
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P3","PBG","0","x","High","Blue",3.25,"Retrieved","Halictidae","Halictus.ligatus",1
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P3","PBG","0","x","High","Blue",3.25,"Retrieved","Halictidae","Lasioglossum.sp",14
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P3","PBG","0","x","Low","Blue",3.25,"Retrieved","Andrenidae","Andrena.geranii",1
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P3","PBG","0","x","Low","Blue",3.25,"Retrieved","Apidae","Ceratina.dupla",7
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P3","PBG","0","x","Low","Blue",3.25,"Retrieved","Halictidae","Augochlorella.aurata",2
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P3","PBG","0","x","Low","Blue",3.25,"Retrieved","Halictidae","Lasioglossum.sp",3
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P4","PBG","0","x","High","Yellow",3.25,"Retrieved","Apidae","Ceratina.dupla",2
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P4","PBG","0","x","High","Yellow",3.25,"Retrieved","Halictidae","Lasioglossum.sp",2
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P4","PBG","0","x","High","Yellow",3.25,"Retrieved","Megachilidae","Heriades.carinatus",2
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P5","PBG","0","x","High","White",3.25,"Retrieved","Halictidae","Halictus.ligatus",1
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P5","PBG","0","x","High","White",3.25,"Retrieved","Halictidae","Lasioglossum.sp",1
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P5","PBG","0","x","Low","White",3.25,"Retrieved","Halictidae","Agapostemon.virescens",1
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P5","PBG","0","x","Low","White",3.25,"Retrieved","Halictidae","Augochlorella.aurata",1
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P6","PBG","0","x","High","Blue",3.25,"Retrieved","Apidae","Ceratina.dupla",8
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P6","PBG","0","x","High","Blue",3.25,"Retrieved","Halictidae","Augochlorella.aurata",9
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P6","PBG","0","x","High","Blue",3.25,"Retrieved","Halictidae","Lasioglossum.sp",8
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P6","PBG","0","x","Low","Blue",3.25,"Retrieved","Apidae","Ceratina.dupla",5
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P6","PBG","0","x","Low","Blue",3.25,"Retrieved","Halictidae","Augochlorella.aurata",2
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P6","PBG","0","x","Low","Blue",3.25,"Retrieved","Halictidae","Halictus.ligatus",1
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P6","PBG","0","x","Low","Blue",3.25,"Retrieved","Megachilidae","Megachile.montivaga",1
46,2018,6.04,"R1","RIS","RIS-C","RIS-C-P6","PBG","0","x","Low","Blue",3.25,"Retrieved","Megachilidae","Osmia.pumila",1
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P1","PBG","2","x","Low","Blue",3.25,"Retrieved","Apidae","Ceratina.dupla",6
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P1","PBG","2","x","Low","Blue",3.25,"Retrieved","Halictidae","Augochlorella.aurata",3
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P1","PBG","2","x","Low","Blue",3.25,"Retrieved","Halictidae","Lasioglossum.sp",11
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P1","PBG","2","x","Low","Blue",3.25,"Retrieved","Megachilidae","Osmia.simillima",1
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P2","PBG","2","x","High","White",3.25,"Retrieved","Halictidae","Halictus.ligatus",1
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P2","PBG","2","x","High","White",3.25,"Retrieved","Halictidae","Lasioglossum.sp",3
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P2","PBG","2","x","High","White",3.25,"Retrieved","Megachilidae","Megachile.brevis",1
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P2","PBG","2","x","Low","White",3.25,"Retrieved","Apidae","Ceratina.dupla",1
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P2","PBG","2","x","Low","White",3.25,"Retrieved","Halictidae","Agapostemon.virescens",2
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P2","PBG","2","x","Low","White",3.25,"Retrieved","Halictidae","Augochlorella.aurata",1
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P3","PBG","2","x","High","White",3.25,"Retrieved","Halictidae","Lasioglossum.sp",1
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P3","PBG","2","x","Low","White",3.25,"Retrieved","Halictidae","Augochlorella.aurata",2
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P4","PBG","2","x","High","Yellow",3.25,"Retrieved","Halictidae","Agapostemon.virescens",1
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P4","PBG","2","x","Low","Yellow",3.25,"Retrieved","Apidae","Ceratina.dupla",3
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P4","PBG","2","x","Low","Yellow",3.25,"Retrieved","Halictidae","Augochlorella.aurata",1
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P4","PBG","2","x","Low","Yellow",3.25,"Retrieved","Megachilidae","Hoplitis.producta",1
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P5","PBG","2","x","High","Blue",3.25,"Retrieved","Apidae","Ceratina.dupla",2
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P5","PBG","2","x","High","Blue",3.25,"Retrieved","Halictidae","Agapostemon.virescens",1
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P5","PBG","2","x","High","Blue",3.25,"Retrieved","Megachilidae","Hoplitis.pilosifrons",1
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P5","PBG","2","x","Low","Blue",3.25,"Retrieved","Apidae","Ceratina.dupla",2
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P5","PBG","2","x","Low","Blue",3.25,"Retrieved","Halictidae","Lasioglossum.sp",1
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P6","PBG","2","x","High","Yellow",3.25,"Retrieved","Halictidae","Agapostemon.virescens",1
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P6","PBG","2","x","Low","Yellow",3.25,"Retrieved","Halictidae","Augochlorella.aurata",1
47,2018,6.04,"R1","RIS","RIS-S","RIS-S-P6","PBG","2","x","Low","Yellow",3.25,"Retrieved","Megachilidae","Hoplitis.pilosifrons",1
48,2018,6.04,"R1","PYN","PYN-S","PYN-S-P5","PBG","0","x","Low","Blue",3.25,"Retrieved","Megachilidae","Hoplitis.producta",1
49,2018,6.04,"R1","PYN","PYN-W","PYN-W-P1","PBG","1","x","Low","White",3.25,"Retrieved","Halictidae","Lasioglossum.sp",1
49,2018,6.04,"R1","PYN","PYN-W","PYN-W-P1","PBG","1","x","Low","White",3.25,"Retrieved","Megachilidae","Hoplitis.producta",1
49,2018,6.04,"R1","PYN","PYN-W","PYN-W-P4","PBG","1","x","Low","Yellow",3.25,"Retrieved","Megachilidae","Stelis.lateralis",1
49,2018,6.04,"R1","PYN","PYN-W","PYN-W-P6","PBG","1","x","Low","Blue",3.25,"Retrieved","Colletidae","Hylaeus.affinis",1
50,2018,6.04,"R1","PYN","PYN-N","PYN-N-P1","PBG","2","x","High","Blue",3.25,"Retrieved","Halictidae","Augochlorella.aurata",1
50,2018,6.04,"R1","PYN","PYN-N","PYN-N-P1","PBG","2","x","Low","Blue",3.25,"Retrieved","Andrenidae","Andrena.commoda",1
50,2018,6.04,"R1","PYN","PYN-N","PYN-N-P6","PBG","2","x","Low","Blue",3.25,"Retrieved","Halictidae","Augochlorella.aurata",1
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P1","GB","0","SnS","High","Blue",3.25,"Retrieved","Apidae","Ceratina.dupla",2
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P1","GB","0","SnS","High","Blue",3.25,"Retrieved","Halictidae","Halictus.ligatus",1
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P1","GB","0","SnS","High","Blue",3.25,"Retrieved","Halictidae","Lasioglossum.sp",4
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P1","GB","0","SnS","Low","Blue",3.25,"Retrieved","Apidae","Ceratina.dupla",1
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P1","GB","0","SnS","Low","Blue",3.25,"Retrieved","Halictidae","Augochlorella.aurata",2
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P2","GB","0","SnS","High","White",3.25,"Retrieved","Halictidae","Lasioglossum.sp",1
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P2","GB","0","SnS","Low","White",3.25,"Retrieved","Halictidae","Augochlorella.aurata",2
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P2","GB","0","SnS","Low","White",3.25,"Retrieved","Halictidae","Lasioglossum.sp",2
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P3","GB","0","SnS","High","Yellow",3.25,"Retrieved","Halictidae","Agapostemon.virescens",3
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P3","GB","0","SnS","High","Yellow",3.25,"Retrieved","Halictidae","Lasioglossum.sp",4
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P3","GB","0","SnS","Low","Yellow",3.25,"Retrieved","Halictidae","Agapostemon.virescens",1
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P3","GB","0","SnS","Low","Yellow",3.25,"Retrieved","Halictidae","Lasioglossum.sp",1
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P4","GB","0","SnS","High","Blue",3.25,"Retrieved","Apidae","Bombus.bimaculatus",1
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P4","GB","0","SnS","High","Blue",3.25,"Retrieved","Apidae","Ceratina.dupla",3
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P4","GB","0","SnS","High","Blue",3.25,"Retrieved","Apidae","Eucera.hamata",1
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P4","GB","0","SnS","High","Blue",3.25,"Retrieved","Halictidae","Agapostemon.virescens",2
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P4","GB","0","SnS","High","Blue",3.25,"Retrieved","Halictidae","Augochlorella.aurata",1
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P4","GB","0","SnS","High","Blue",3.25,"Retrieved","Halictidae","Lasioglossum.sp",3
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P4","GB","0","SnS","Low","Blue",3.25,"Retrieved","Halictidae","Agapostemon.virescens",1
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P4","GB","0","SnS","Low","Blue",3.25,"Retrieved","Halictidae","Augochlorella.aurata",5
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P5","GB","0","SnS","High","White",3.25,"Retrieved","Halictidae","Halictus.ligatus",1
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P5","GB","0","SnS","Low","White",3.25,"Retrieved","Apidae","Ceratina.dupla",1
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P5","GB","0","SnS","Low","White",3.25,"Retrieved","Halictidae","Augochlorella.aurata",1
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P6","GB","0","SnS","High","Yellow",3.25,"Retrieved","Halictidae","Agapostemon.virescens",6
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P6","GB","0","SnS","High","Yellow",3.25,"Retrieved","Halictidae","Halictus.ligatus",2
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P6","GB","0","SnS","High","Yellow",3.25,"Retrieved","Halictidae","Lasioglossum.sp",1
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P6","GB","0","SnS","Low","Yellow",3.25,"Retrieved","Halictidae","Agapostemon.virescens",2
51,2018,6.06,"R1","LTR","LTR-E","LTR-E-P6","GB","0","SnS","Low","Yellow",3.25,"Retrieved","Halictidae","Augochlorella.aurata",2
