"Sampling_Event_ID","Capture_Year","Capture_Date","Round","Site","Patch","Adaptive_Mgmt","Years_Since_Burn","Herbicide_Trt","Post_ID","Floral_Common","Sampled_Area","Inflor_Count"
3,2017,5.28,"R1","RIS","RIS-S","PBG","2","x","RIS-S-Post.6","red clover","Post.6",0
3,2017,5.28,"R1","RIS","RIS-S","PBG","2","x",NA,"red clover","Transect",11
3,2017,5.28,"R1","RIS","RIS-S","PBG","2","x","RIS-S-Post.1","white clover","Post.1",0
3,2017,5.28,"R1","RIS","RIS-S","PBG","2","x","RIS-S-Post.2","white clover","Post.2",0
3,2017,5.28,"R1","RIS","RIS-S","PBG","2","x","RIS-S-Post.3","white clover","Post.3",0
3,2017,5.28,"R1","RIS","RIS-S","PBG","2","x","RIS-S-Post.4","white clover","Post.4",0
3,2017,5.28,"R1","RIS","RIS-S","PBG","2","x","RIS-S-Post.5","white clover","Post.5",0
3,2017,5.28,"R1","RIS","RIS-S","PBG","2","x","RIS-S-Post.6","white clover","Post.6",0
3,2017,5.28,"R1","RIS","RIS-S","PBG","2","x",NA,"white clover","Transect",1
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.1","alsike clover","Post.1",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.2","alsike clover","Post.2",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.3","alsike clover","Post.3",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.4","alsike clover","Post.4",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.5","alsike clover","Post.5",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.6","alsike clover","Post.6",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS",NA,"alsike clover","Transect",10
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.1","black medick","Post.1",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.2","black medick","Post.2",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.3","black medick","Post.3",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.4","black medick","Post.4",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.5","black medick","Post.5",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.6","black medick","Post.6",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS",NA,"black medick","Transect",87
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.1","chickweed","Post.1",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.2","chickweed","Post.2",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.3","chickweed","Post.3",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.4","chickweed","Post.4",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.5","chickweed","Post.5",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.6","chickweed","Post.6",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS",NA,"chickweed","Transect",6
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.1","common plantain","Post.1",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.2","common plantain","Post.2",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.3","common plantain","Post.3",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.4","common plantain","Post.4",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.5","common plantain","Post.5",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.6","common plantain","Post.6",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS",NA,"common plantain","Transect",4
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.1","daisy fleabane","Post.1",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.2","daisy fleabane","Post.2",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.3","daisy fleabane","Post.3",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.4","daisy fleabane","Post.4",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.5","daisy fleabane","Post.5",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.6","daisy fleabane","Post.6",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS",NA,"daisy fleabane","Transect",1
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.1","dandelion","Post.1",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.2","dandelion","Post.2",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.3","dandelion","Post.3",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.4","dandelion","Post.4",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.5","dandelion","Post.5",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.6","dandelion","Post.6",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS",NA,"dandelion","Transect",1
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.1","field cress","Post.1",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.2","field cress","Post.2",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.3","field cress","Post.3",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.4","field cress","Post.4",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.5","field cress","Post.5",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.6","field cress","Post.6",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS",NA,"field cress","Transect",7
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.1","multiflora rose","Post.1",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.2","multiflora rose","Post.2",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.3","multiflora rose","Post.3",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.4","multiflora rose","Post.4",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.5","multiflora rose","Post.5",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.6","multiflora rose","Post.6",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS",NA,"multiflora rose","Transect",180
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.1","red clover","Post.1",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.2","red clover","Post.2",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.3","red clover","Post.3",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.4","red clover","Post.4",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.5","red clover","Post.5",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.6","red clover","Post.6",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS",NA,"red clover","Transect",1
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.1","white clover","Post.1",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.2","white clover","Post.2",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.3","white clover","Post.3",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.4","white clover","Post.4",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.5","white clover","Post.5",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.6","white clover","Post.6",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS",NA,"white clover","Transect",317
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.1","yarrow","Post.1",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.2","yarrow","Post.2",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.3","yarrow","Post.3",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.4","yarrow","Post.4",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.5","yarrow","Post.5",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.6","yarrow","Post.6",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS",NA,"yarrow","Transect",10
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.1","yellow oxalis","Post.1",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.2","yellow oxalis","Post.2",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.3","yellow oxalis","Post.3",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.4","yellow oxalis","Post.4",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.5","yellow oxalis","Post.5",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS","GIL-C-Post.6","yellow oxalis","Post.6",0
4,2017,5.28,"R1","GIL","GIL-C","GB","0","SnS",NA,"yellow oxalis","Transect",25
5,2017,5.3,"R1","KLN","KLN-E","PBG","2","x","KLN-E-Post.1","dandelion","Post.1",0
5,2017,5.3,"R1","KLN","KLN-E","PBG","2","x","KLN-E-Post.2","dandelion","Post.2",0
5,2017,5.3,"R1","KLN","KLN-E","PBG","2","x","KLN-E-Post.3","dandelion","Post.3",0
5,2017,5.3,"R1","KLN","KLN-E","PBG","2","x","KLN-E-Post.4","dandelion","Post.4",0
5,2017,5.3,"R1","KLN","KLN-E","PBG","2","x","KLN-E-Post.5","dandelion","Post.5",0
5,2017,5.3,"R1","KLN","KLN-E","PBG","2","x","KLN-E-Post.6","dandelion","Post.6",0
5,2017,5.3,"R1","KLN","KLN-E","PBG","2","x",NA,"dandelion","Transect",2
5,2017,5.3,"R1","KLN","KLN-E","PBG","2","x","KLN-E-Post.1","red clover","Post.1",0
5,2017,5.3,"R1","KLN","KLN-E","PBG","2","x","KLN-E-Post.2","red clover","Post.2",0
5,2017,5.3,"R1","KLN","KLN-E","PBG","2","x","KLN-E-Post.3","red clover","Post.3",0
5,2017,5.3,"R1","KLN","KLN-E","PBG","2","x","KLN-E-Post.4","red clover","Post.4",0
5,2017,5.3,"R1","KLN","KLN-E","PBG","2","x","KLN-E-Post.5","red clover","Post.5",0
5,2017,5.3,"R1","KLN","KLN-E","PBG","2","x","KLN-E-Post.6","red clover","Post.6",0
5,2017,5.3,"R1","KLN","KLN-E","PBG","2","x",NA,"red clover","Transect",1
5,2017,5.3,"R1","KLN","KLN-E","PBG","2","x","KLN-E-Post.1","white clover","Post.1",0
5,2017,5.3,"R1","KLN","KLN-E","PBG","2","x","KLN-E-Post.2","white clover","Post.2",0
5,2017,5.3,"R1","KLN","KLN-E","PBG","2","x","KLN-E-Post.3","white clover","Post.3",0
5,2017,5.3,"R1","KLN","KLN-E","PBG","2","x","KLN-E-Post.4","white clover","Post.4",0
5,2017,5.3,"R1","KLN","KLN-E","PBG","2","x","KLN-E-Post.5","white clover","Post.5",0
5,2017,5.3,"R1","KLN","KLN-E","PBG","2","x","KLN-E-Post.6","white clover","Post.6",0
5,2017,5.3,"R1","KLN","KLN-E","PBG","2","x",NA,"white clover","Transect",9
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.1","birdsfoot trefoil","Post.1",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.2","birdsfoot trefoil","Post.2",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.3","birdsfoot trefoil","Post.3",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.4","birdsfoot trefoil","Post.4",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.5","birdsfoot trefoil","Post.5",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.6","birdsfoot trefoil","Post.6",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x",NA,"birdsfoot trefoil","Transect",64
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.1","black medick","Post.1",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.2","black medick","Post.2",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.3","black medick","Post.3",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.4","black medick","Post.4",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.5","black medick","Post.5",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.6","black medick","Post.6",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x",NA,"black medick","Transect",31
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.1","oxeye daisy","Post.1",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.2","oxeye daisy","Post.2",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.3","oxeye daisy","Post.3",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.4","oxeye daisy","Post.4",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.5","oxeye daisy","Post.5",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.6","oxeye daisy","Post.6",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x",NA,"oxeye daisy","Transect",44
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.1","red clover","Post.1",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.2","red clover","Post.2",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.3","red clover","Post.3",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.4","red clover","Post.4",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.5","red clover","Post.5",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.6","red clover","Post.6",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x",NA,"red clover","Transect",70
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.1","white clover","Post.1",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.2","white clover","Post.2",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.3","white clover","Post.3",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.4","white clover","Post.4",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.5","white clover","Post.5",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.6","white clover","Post.6",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x",NA,"white clover","Transect",313
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.1","white lobelia","Post.1",0
6,2017,5.3,"R1","PYW","PYW-N","x","x","x","PYW-N-Post.2","white lobelia","Post.2",0
